roi_i,roi_j,tval,p_unc,p_fdr,significant,yeo7_i,yeo7_i_name,yeo17_i,yeo17_i_name,yeo7_j,yeo7_j_name,yeo17_j,yeo17_j_name,HO_i_name,HO_j_name,HO_pair,yeo7_pair,yeo7_kind,yeo17_pair,yeo17_kind
192,238,-3.5390267,0.00042420998,0.017422162,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,0,Unknown,0,Unknown,Right Frontal Pole,Left Amygdala,Left Amygdala ↔ Right Frontal Pole,Frontoparietal Control ↔ Unknown,inter,Salience/Ventral Attention – B ↔ Unknown,inter
54,95,-3.5406587,0.0004201936,0.017331516,True,2,Somatomotor,3,Somatomotor – A,2,Somatomotor,4,Somatomotor – B,Right Precentral Gyrus,Left Postcentral Gyrus,Left Postcentral Gyrus ↔ Right Precentral Gyrus,Somatomotor ↔ Somatomotor,intra,Somatomotor – A ↔ Somatomotor – B,inter
88,105,-3.5426555,0.00041762373,0.017253377,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,1,Visual,1,Visual – Central,Left Middle Frontal Gyrus,Right Lateral Occipital Cortex; inferior division,Left Middle Frontal Gyrus ↔ Right Lateral Occipital Cortex; inferior division,Frontoparietal Control ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Central,inter
33,89,-3.543317,0.0004167413,0.017226206,True,0,Unknown,0,Unknown,6,Frontoparietal Control,13,Frontoparietal Control – C,Unknown,Right Superior Frontal Gyrus,Right Superior Frontal Gyrus ↔ Unknown,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – C ↔ Unknown,inter
280,391,-3.5447316,0.0004141863,0.017167442,True,7,Default Mode,17,Temporo-Parietal,1,Visual,2,Visual – Peripheral,Left Middle Temporal Gyrus; posterior division,Right Lingual Gyrus,Left Middle Temporal Gyrus; posterior division ↔ Right Lingual Gyrus,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Peripheral,inter
46,221,-3.545544,0.00041284994,0.017130032,True,2,Somatomotor,4,Somatomotor – B,7,Default Mode,17,Temporo-Parietal,Right Insular Cortex,Left Frontal Orbital Cortex,Left Frontal Orbital Cortex ↔ Right Insular Cortex,Default Mode ↔ Somatomotor,inter,Somatomotor – B ↔ Temporo-Parietal,inter
33,277,-3.5459056,0.00041248888,0.017124321,True,0,Unknown,0,Unknown,5,Limbic,9,Limbic – A,Unknown,Right Inferior Temporal Gyrus; anterior division,Right Inferior Temporal Gyrus; anterior division ↔ Unknown,Limbic ↔ Unknown,inter,Limbic – A ↔ Unknown,inter
189,371,-3.547075,0.0004106048,0.017065559,True,7,Default Mode,16,Default Mode – C,6,Frontoparietal Control,13,Frontoparietal Control – C,Left Lateral Occipital Cortex; superior division,Right Paracingulate Gyrus,Left Lateral Occipital Cortex; superior division ↔ Right Paracingulate Gyrus,Default Mode ↔ Frontoparietal Control,inter,Default Mode – C ↔ Frontoparietal Control – C,inter
53,355,-3.5486572,0.00040772476,0.016979633,True,7,Default Mode,17,Temporo-Parietal,3,Dorsal Attention,6,Dorsal Attention – B,Right Superior Frontal Gyrus,Right Precuneous Cortex,Right Precuneous Cortex ↔ Right Superior Frontal Gyrus,Default Mode ↔ Dorsal Attention,inter,Dorsal Attention – B ↔ Temporo-Parietal,inter
57,229,-3.5488634,0.00040789583,0.016979633,True,7,Default Mode,17,Temporo-Parietal,1,Visual,2,Visual – Peripheral,Left Middle Temporal Gyrus; posterior division,Right Lateral Occipital Cortex; superior division,Left Middle Temporal Gyrus; posterior division ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Peripheral,inter
122,133,-3.5493257,0.00040695837,0.016964724,True,1,Visual,2,Visual – Peripheral,7,Default Mode,17,Temporo-Parietal,Left Intracalcarine Cortex,Right Inferior Frontal Gyrus; pars triangularis,Left Intracalcarine Cortex ↔ Right Inferior Frontal Gyrus; pars triangularis,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Peripheral,inter
189,224,-3.5495772,0.0004067469,0.016964724,True,7,Default Mode,16,Default Mode – C,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Lateral Occipital Cortex; superior division,Right Insular Cortex,Left Lateral Occipital Cortex; superior division ↔ Right Insular Cortex,Default Mode ↔ Salience / Ventral Attention,inter,Default Mode – C ↔ Salience/Ventral Attention – A,inter
208,359,-3.5496078,0.00040673217,0.016964724,True,1,Visual,2,Visual – Peripheral,2,Somatomotor,3,Somatomotor – A,Right Hippocampus,Right Postcentral Gyrus,Right Hippocampus ↔ Right Postcentral Gyrus,Somatomotor ↔ Visual,inter,Somatomotor – A ↔ Visual – Peripheral,inter
131,303,-3.549739,0.00040675187,0.016964724,True,7,Default Mode,17,Temporo-Parietal,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Inferior Frontal Gyrus; pars opercularis,Left Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Left Inferior Frontal Gyrus; pars opercularis ↔ Left Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Default Mode ↔ Salience / Ventral Attention,inter,Salience/Ventral Attention – A ↔ Temporo-Parietal,inter
248,375,-3.5510147,0.00040537157,0.016957454,True,7,Default Mode,16,Default Mode – C,0,Unknown,0,Unknown,Right Precuneous Cortex,Right Putamen,Right Precuneous Cortex ↔ Right Putamen,Default Mode ↔ Unknown,inter,Default Mode – C ↔ Unknown,inter
161,286,-3.5510626,0.00040448166,0.01693655,True,2,Somatomotor,4,Somatomotor – B,1,Visual,1,Visual – Central,Left Central Opercular Cortex,Right Lingual Gyrus,Left Central Opercular Cortex ↔ Right Lingual Gyrus,Somatomotor ↔ Visual,inter,Somatomotor – B ↔ Visual – Central,inter
170,256,-3.551241,0.00040465087,0.01693655,True,5,Limbic,10,Limbic – B,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Putamen,Right Cingulate Gyrus; posterior division,Right Cingulate Gyrus; posterior division ↔ Right Putamen,Limbic ↔ Salience / Ventral Attention,inter,Limbic – B ↔ Salience/Ventral Attention – A,inter
37,68,-3.5516107,0.00040399344,0.016927524,True,1,Visual,2,Visual – Peripheral,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Right Precuneous Cortex,Right Supramarginal Gyrus; anterior division,Right Precuneous Cortex ↔ Right Supramarginal Gyrus; anterior division,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – A ↔ Visual – Peripheral,inter
189,203,-3.5525956,0.0004020114,0.01687215,True,7,Default Mode,16,Default Mode – C,7,Default Mode,15,Default Mode – B,Left Lateral Occipital Cortex; superior division,Left Temporal Fusiform Cortex; posterior division,Left Lateral Occipital Cortex; superior division ↔ Left Temporal Fusiform Cortex; posterior division,Default Mode ↔ Default Mode,intra,Default Mode – B ↔ Default Mode – C,inter
167,360,-3.5531163,0.00040190222,0.01687215,True,3,Dorsal Attention,12,Frontoparietal Control – B,3,Dorsal Attention,6,Dorsal Attention – B,Left Superior Frontal Gyrus,Left Superior Parietal Lobule,Left Superior Frontal Gyrus ↔ Left Superior Parietal Lobule,Dorsal Attention ↔ Dorsal Attention,intra,Dorsal Attention – B ↔ Frontoparietal Control – B,inter
227,239,-3.5536077,0.00040061687,0.016850535,True,1,Visual,1,Visual – Central,6,Frontoparietal Control,11,Frontoparietal Control – A,,Right Cingulate Gyrus; anterior division,Right Cingulate Gyrus; anterior division ↔ Unknown,Frontoparietal Control ↔ Visual,inter,Frontoparietal Control – A ↔ Visual – Central,inter
121,168,-3.5538645,0.00039987985,0.016850535,True,6,Frontoparietal Control,10,Limbic – B,5,Limbic,10,Limbic – B,Right Frontal Orbital Cortex,Left Subcallosal Cortex,Left Subcallosal Cortex ↔ Right Frontal Orbital Cortex,Frontoparietal Control ↔ Limbic,inter,Limbic – B ↔ Limbic – B,intra
56,126,-3.5539682,0.00040024315,0.016850535,True,3,Dorsal Attention,6,Dorsal Attention – B,0,Unknown,0,Unknown,Right Precentral Gyrus,,Right Precentral Gyrus ↔ Unknown,Dorsal Attention ↔ Unknown,inter,Dorsal Attention – B ↔ Unknown,inter
294,339,-3.5541046,0.00040023308,0.016850535,True,1,Visual,5,Dorsal Attention – A,0,Unknown,0,Unknown,Right Lateral Occipital Cortex; superior division,Left Putamen,Left Putamen ↔ Right Lateral Occipital Cortex; superior division,Unknown ↔ Visual,inter,Dorsal Attention – A ↔ Unknown,inter
271,287,-3.5551507,0.00039803828,0.01680403,True,7,Default Mode,14,Default Mode – A,3,Dorsal Attention,5,Dorsal Attention – A,Left Temporal Pole,Right Lateral Occipital Cortex; superior division,Left Temporal Pole ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Dorsal Attention,inter,Default Mode – A ↔ Dorsal Attention – A,inter
361,373,-3.5562537,0.0003968597,0.016796166,True,1,Visual,5,Dorsal Attention – A,0,Unknown,0,Unknown,Right Temporal Occipital Fusiform Cortex,Left Caudate,Left Caudate ↔ Right Temporal Occipital Fusiform Cortex,Unknown ↔ Visual,inter,Dorsal Attention – A ↔ Unknown,inter
100,188,-3.5563483,0.0003974014,0.016798265,True,5,Limbic,10,Limbic – B,1,Visual,15,Default Mode – B,Right Subcallosal Cortex,Left Temporal Fusiform Cortex; posterior division,Left Temporal Fusiform Cortex; posterior division ↔ Right Subcallosal Cortex,Limbic ↔ Visual,inter,Default Mode – B ↔ Limbic – B,inter
72,224,-3.5586674,0.00039299228,0.016710676,True,3,Dorsal Attention,6,Dorsal Attention – B,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Precentral Gyrus,Right Insular Cortex,Left Precentral Gyrus ↔ Right Insular Cortex,Dorsal Attention ↔ Salience / Ventral Attention,inter,Dorsal Attention – B ↔ Salience/Ventral Attention – A,inter
20,296,-3.5607326,0.0003902307,0.016653923,True,2,Somatomotor,3,Somatomotor – A,3,Dorsal Attention,5,Dorsal Attention – A,Left Cingulate Gyrus; posterior division,Left Temporal Fusiform Cortex; posterior division,Left Cingulate Gyrus; posterior division ↔ Left Temporal Fusiform Cortex; posterior division,Dorsal Attention ↔ Somatomotor,inter,Dorsal Attention – A ↔ Somatomotor – A,inter
113,135,-3.560863,0.00039019814,0.016653923,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,3,Dorsal Attention,15,Default Mode – B,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Lateral Occipital Cortex; superior division,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Right Lateral Occipital Cortex; superior division,Dorsal Attention ↔ Salience / Ventral Attention,inter,Default Mode – B ↔ Salience/Ventral Attention – A,inter
12,208,-3.5611975,0.00038978795,0.016653923,True,5,Limbic,9,Limbic – A,1,Visual,2,Visual – Peripheral,Right Amygdala,Right Hippocampus,Right Amygdala ↔ Right Hippocampus,Limbic ↔ Visual,inter,Limbic – A ↔ Visual – Peripheral,inter
134,281,-3.5623317,0.00038819778,0.016622664,True,0,Unknown,0,Unknown,2,Somatomotor,3,Somatomotor – A,,Right Precentral Gyrus,Right Precentral Gyrus ↔ Unknown,Somatomotor ↔ Unknown,inter,Somatomotor – A ↔ Unknown,inter
175,294,-3.5624723,0.00038864388,0.016629878,True,1,Visual,1,Visual – Central,1,Visual,5,Dorsal Attention – A,,Right Lateral Occipital Cortex; superior division,Right Lateral Occipital Cortex; superior division ↔ Unknown,Visual ↔ Visual,intra,Dorsal Attention – A ↔ Visual – Central,inter
191,267,-3.5626764,0.00038709104,0.016600508,True,3,Dorsal Attention,12,Frontoparietal Control – B,1,Visual,15,Default Mode – B,Right Inferior Frontal Gyrus; pars opercularis,Right Parahippocampal Gyrus; posterior division,Right Inferior Frontal Gyrus; pars opercularis ↔ Right Parahippocampal Gyrus; posterior division,Dorsal Attention ↔ Visual,inter,Default Mode – B ↔ Frontoparietal Control – B,inter
223,390,-3.564385,0.00038461376,0.016512752,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,0,Unknown,0,Unknown,Right Cingulate Gyrus; anterior division,Unknown,Right Cingulate Gyrus; anterior division ↔ Unknown,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – A ↔ Unknown,inter
112,392,-3.5645313,0.00038427077,0.016512752,True,5,Limbic,17,Temporo-Parietal,7,Default Mode,16,Default Mode – C,Left Temporal Pole,Left Frontal Pole,Left Frontal Pole ↔ Left Temporal Pole,Default Mode ↔ Limbic,inter,Default Mode – C ↔ Temporo-Parietal,inter
21,131,-3.5660324,0.00038218178,0.016472885,True,0,Unknown,0,Unknown,7,Default Mode,17,Temporo-Parietal,Left Thalamus,Left Inferior Frontal Gyrus; pars opercularis,Left Inferior Frontal Gyrus; pars opercularis ↔ Left Thalamus,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
52,146,-3.5665035,0.00038170934,0.016461832,True,2,Somatomotor,14,Default Mode – A,1,Visual,1,Visual – Central,Right Superior Temporal Gyrus; posterior division,Right Temporal Occipital Fusiform Cortex,Right Superior Temporal Gyrus; posterior division ↔ Right Temporal Occipital Fusiform Cortex,Somatomotor ↔ Visual,inter,Default Mode – A ↔ Visual – Central,inter
238,265,-3.5695574,0.0003775931,0.016370766,True,0,Unknown,0,Unknown,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Amygdala,Right Middle Frontal Gyrus,Left Amygdala ↔ Right Middle Frontal Gyrus,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – B ↔ Unknown,inter
182,229,-3.5702727,0.00037638316,0.016351758,True,5,Limbic,9,Limbic – A,1,Visual,2,Visual – Peripheral,Left Temporal Pole,Right Lateral Occipital Cortex; superior division,Left Temporal Pole ↔ Right Lateral Occipital Cortex; superior division,Limbic ↔ Visual,inter,Limbic – A ↔ Visual – Peripheral,inter
189,390,-3.5723705,0.00037329458,0.016235983,True,7,Default Mode,16,Default Mode – C,0,Unknown,0,Unknown,Left Lateral Occipital Cortex; superior division,Unknown,Left Lateral Occipital Cortex; superior division ↔ Unknown,Default Mode ↔ Unknown,inter,Default Mode – C ↔ Unknown,inter
48,241,-3.5734801,0.00037145597,0.01618357,True,7,Default Mode,13,Frontoparietal Control – C,6,Frontoparietal Control,12,Frontoparietal Control – B,Right Inferior Temporal Gyrus; posterior division,Right Superior Frontal Gyrus,Right Inferior Temporal Gyrus; posterior division ↔ Right Superior Frontal Gyrus,Default Mode ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Frontoparietal Control – C,inter
287,392,-3.5738442,0.00037113685,0.016183317,True,3,Dorsal Attention,5,Dorsal Attention – A,7,Default Mode,16,Default Mode – C,Right Lateral Occipital Cortex; superior division,Left Frontal Pole,Left Frontal Pole ↔ Right Lateral Occipital Cortex; superior division,Default Mode ↔ Dorsal Attention,inter,Default Mode – C ↔ Dorsal Attention – A,inter
115,225,-3.5739539,0.00037123897,0.016183317,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,1,Visual,1,Visual – Central,Right Supramarginal Gyrus; posterior division,Right Occipital Fusiform Gyrus,Right Occipital Fusiform Gyrus ↔ Right Supramarginal Gyrus; posterior division,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Central,inter
21,303,-3.5743196,0.00037089366,0.016183317,True,0,Unknown,0,Unknown,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Thalamus,Left Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Left Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Left Thalamus,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – A ↔ Unknown,inter
51,213,-3.575379,0.0003690772,0.01612577,True,3,Dorsal Attention,11,Frontoparietal Control – A,0,Unknown,0,Unknown,Left Precuneous Cortex,,Left Precuneous Cortex ↔ Unknown,Dorsal Attention ↔ Unknown,inter,Frontoparietal Control – A ↔ Unknown,inter
151,306,-3.5761402,0.00036787623,0.016091645,True,1,Visual,1,Visual – Central,7,Default Mode,13,Frontoparietal Control – C,Right Occipital Pole,Right Middle Frontal Gyrus,Right Middle Frontal Gyrus ↔ Right Occipital Pole,Default Mode ↔ Visual,inter,Frontoparietal Control – C ↔ Visual – Central,inter
129,360,-3.577685,0.00036580703,0.016056122,True,7,Default Mode,16,Default Mode – C,3,Dorsal Attention,6,Dorsal Attention – B,Left Superior Frontal Gyrus,Left Superior Parietal Lobule,Left Superior Frontal Gyrus ↔ Left Superior Parietal Lobule,Default Mode ↔ Dorsal Attention,inter,Default Mode – C ↔ Dorsal Attention – B,inter
79,168,-3.5779076,0.0003655727,0.01605503,True,0,Unknown,0,Unknown,5,Limbic,10,Limbic – B,Unknown,Left Subcallosal Cortex,Left Subcallosal Cortex ↔ Unknown,Limbic ↔ Unknown,inter,Limbic – B ↔ Unknown,inter
212,225,-3.5791657,0.00036420577,0.016010756,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,1,Visual,1,Visual – Central,Right Frontal Pole,Right Occipital Fusiform Gyrus,Right Frontal Pole ↔ Right Occipital Fusiform Gyrus,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Central,inter
23,142,-3.579214,0.00036350626,0.016000956,True,2,Somatomotor,4,Somatomotor – B,7,Default Mode,16,Default Mode – C,Right Precentral Gyrus,Right Frontal Pole,Right Frontal Pole ↔ Right Precentral Gyrus,Default Mode ↔ Somatomotor,inter,Default Mode – C ↔ Somatomotor – B,inter
57,194,-3.5809543,0.00036188352,0.015975406,True,7,Default Mode,17,Temporo-Parietal,2,Somatomotor,3,Somatomotor – A,Left Middle Temporal Gyrus; posterior division,Right Postcentral Gyrus,Left Middle Temporal Gyrus; posterior division ↔ Right Postcentral Gyrus,Default Mode ↔ Somatomotor,inter,Somatomotor – A ↔ Temporo-Parietal,inter
33,272,-3.5816844,0.00036085348,0.015939116,True,0,Unknown,0,Unknown,6,Frontoparietal Control,12,Frontoparietal Control – B,Unknown,Right Supramarginal Gyrus; posterior division,Right Supramarginal Gyrus; posterior division ↔ Unknown,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – B ↔ Unknown,inter
175,381,-3.5851026,0.00035593932,0.015758386,True,1,Visual,1,Visual – Central,3,Dorsal Attention,5,Dorsal Attention – A,,Left Lateral Occipital Cortex; superior division,Left Lateral Occipital Cortex; superior division ↔ Unknown,Dorsal Attention ↔ Visual,inter,Dorsal Attention – A ↔ Visual – Central,inter
